content,content_ing
"min sistem pencarian produk jadi berantakan?? kemarin udah bagus banget padahal,setelah perubahan sistem malah jadi cari produk a keluarnya produk b,c,d-z . produk terbaru, tertinggi terendah acak acakan..","Min, the product search system is messy ??Yesterday it was really good even though, after the system changes instead became looking for products A out the B, C, D-Z products.the latest product, the lowest lowest random random .."
"kecewa dengann pelayanan nya. sy retur barang seminggu ntidak beres2. barang ntidak ke tempat retur, duit jg ntidak balik. cmn suruh tunggu aja terus. gara2 ntidak pilih kurir, jd akhirnya produk rusak tempat buyer. balikin spt dulu aja","disappointed with the service.sy returns the item a week will not be finished.The items will not go to the place to return, money will not return.cmn tell me to keep waiting.Because it doesn't choose a courier, so finally the product is damaged by the buyer.just return it first"
"sekelas tokopedia , ontidakir mahal ekspedisi sangat lelet banding toko sebelah. barang datang waktu lama, proses pengiriman update.","Tokopedia classmates, Ontidakir expensive expeditions are very slow in the next shop.Items come for a long time, the process of sending an update."
"pakai tokped lama, baru sekarang kapok pengiriman kurir rekomendasi gajelas. pesanan sangat lama estimasi diundur terus. sudah saatnya pindah apk sebelah dan uninstall tokped?","Use the old tokped, only now give up the delivery of the Courier Recommendations.Orders for a long time estimated to be postponed continuously.It's time to move next to the apk and uninstall tokped?"
"ternyata sama keluhannnya...ekspedisi lelet...kasihan seller & buyer. pembeli waswas, seller jg kasihan kena omelan. itu tiap mau kasih ulasan kok lamaaaa banget loadingnya, ky sengaja biar dpt poin. padahal signal internet jg kuat. klo aku sih mikirin poin, pgn bantu seller aja klo mmg bagus barangnya, mtidakin pgn kasih koreksi klo barang sesuai. diperhatikan","It turned out to be the same complaint ... Slow expedition ... Poor Seller & Buyer.Buyers are worried, the seller is also sorry for being scolded.Every time I want to give a review, why is it so long, loading, I deliberately can get points.Even though the internet signal is also strong.If I think about the points, just help the seller if the goods are good, I still give me a correction if the goods are appropriate.noticed"
"tokped bikin kecewa. biasanya pengiriman selambat ini. kl memang promo konsisten dong. order barang dengann pengiriman sameday, ada barang mlh ga sampai. bikin kacau urusan...","Tokopedia makes disappointed.Usually shipping is as slow as this.If it's a consistent promo.Order goods with SAMEDAY DELIVERY, there are MLH items.Make messed up ..."
beli barang pake pengiriman grab same day kurir ga mau anter lokasi alesanya ga parkirannya( mall jakarta mana ga parkirannya?)akhirnya barang dikembalikan toko.saya cek toko pihak toko bilang pengiriman diluar kendali kami.saya komplain aplikasi tokped diskusi sama virtual assistan...ga jaminan klo same day barang sampai hari sama padahal ontidakir lebih mahal ..malahan ampa sekarang barang belom sampe ontidakir udah dibayar utk sistem same day,"Buy goods using Grab Same Day Delivery Courier doesn't want to quant the location of the Ales, which is not the parking lot (Mall Jakarta is not the parking lot?) Finally the goods are returned to the shop.no guarantee if the same day the item until the same day even though onto is not more expensive ... I am a result, now the goods haven't been paid on for the same day system for the same day system"
"bismillah, penjual hp supercopy alias penipu shopee muncul di toped akhirnya, menyusahkan pencarian hp asli. bagusnya toped bisa sekali checkout 5-6 toko bareng (semua freeong masih punya kuota), sebebelumnya kan 1-1 co na biar freeong. mksh toped, tintidakatkan kualitasmu.","Bismillah, a supercopy cellphone seller, aka Shopee fraudsters, appeared in Toped finally, troublesome to search for the original cellphone.The good thing is that Toped can check out once a 5-6 shop together (all freeong still has a quota), just not 1-1 Co Na let freeong.Mksh Toped, not your quality."
"berhati hati lah transaksi ditokopedia sekarang, biarpun offisial store 2 kali kejadian pembelian, barang dikirim tidak sampai, dikomplain, dana dikembalikan u ontidakos kirim asuransi hangus padahal barang bebelum pernah tujuan, tetap pembeli dirugikan","Be careful, the transaction is at the current, even though the Official Store is 2 times the purchase incident, the goods are sent not to, completed, the funds are returned for the ulcers to send insurance for scorched insurance even though the goods have never been destroyed, the buyer is still disadvantaged"
aplikasi 1000 masalah emng beneran terbukti masa iy mau pesen barang aja susah mana lama memang barangnya ditawarkan lentidakap tapii tidak gini akhir-akhir gambar produk tiba-tiba gak ditampilkan nyari barang cod dan cocok sama voucher juga susah emng apk belanja aneh,"Application 1000 problems are really proven that the time Iy want to order goods, which is difficult, the item is offered, but not like this, the product picture is not displayed."
"biaya layanan naik terus, pelayanan makin buruk... id xpres pelayananny buruk & gerainya bantidakrut malah dijadiin kurir rekomendasi .... paket jadi lama sampenya.. kurir rekomendasi gak recommended!!!! evaluasi lagi... jangan cuma biaya layanan aja naik terus !!!!","Service fees continue to rise, the service is getting worse ... ID Xpres Bad service & Bantidakrut's outlets are even taken into a recommendation courier .... the package is so long ... the recommendation courier is not recommended !!!!Evaluation again ... don't just keep on going up service !!!!"
pembatalan pesanan gak usah minta persetujuan penjual. jika penjual aktif butuh waktu 2hari batal otomatis. yang rasakan. uang bebelum masuk disaldo bebelum bisa digunakan,Cancellation of orders does not need to ask for the seller's approval.If the active seller takes 2 days to cancel automatically.who feels.Bebelum money entered Disaldo Bebelum can be used
"sekarang parah banget ya, dagang ditokopedia saldo hasil penjualan 2 hari ditahan. modal muter, malah ditahan wkwk. kapok dagang ditokopedia.","Now it's really bad, trade in the balance of the balance of 2 days is detained.Capital to go around, even arrested wkwk.Kapok Ditokopedia."
"paket dr tgl 15 msh nyantidakut surabaya trs, sdh buat komplain spt tdk laporan perkembangan. pakai tokopedia lama,baru kali sangat.....sangat kecewa.","Package from 15 MSH MSH NOT SURABAYA TRS, SDH for complaints such as developmental reports.Use the old tokopedia, just very, very disappointed."
"sejujur nya suka produk produk tampil kan toko pedia karna semua aplikasi jual beli online lentidakap, justru di toko pedia lebih lentidakap tolong kasih metode pembayaran lewat dana karna hanya memiliki dana","To be honest, I like the products to appear, right -looking shops because all online buying and selling applications are not, precisely in Pedia stores, please give payment methods through funds because they only have funds"
sungguh keterlaluan promo video iklan tokopedia sering menggangguku main game. bikin tanda x ilusi malah tokopedia real. terlalu terpaksa tunggu or jump. kapan sadar siapa bikin promo video iklan. kau silakan lihat main game....,What too much Tokopedia advertising video promo often bothering me to play games.Make a x illusion sign instead of Tokopedia Real.Too forced to wait or jump.When to realize who made an advertising video promo.you please see playing games ....
"pake' kurir rekomendasi parah telat nya lebih 3 hari estimasi, sampe' sekarang bebelum dikirim. aplikasi lazzzad pake' kurir leks cepet banget. gratis ontidakir pula. pake' tokopedia buatan lokal, malah kya gini.","Use the 'Courier Recommendation is more late for more than 3 days of estimation, until' now it is sent.The Lazzzad application uses' lex courier very fast.FREE ONTNOVERS too.Use 'tokopedia locally made, even like this."
"carilah ekspedisi pengiriman terpercaya. cari pengiriman kog jelas gitu. lama, lemot, susah dihubungi. jelas pengiriman rekomendasi tokopedia","Look for a trusted shipping expedition.Look for KOG shipping clearly.Long, slow, difficult to contact.Clearly Delivery of Tokopedia Recommendations"
buat admin adain cara pembayaran cod dong ... kalau buat top up transfer saya akan buat bingung orang gak ngerti pembayaranya,"For the admin there is a way to pay COD, please ... if you make a top up transfer, I will be confused, people don't understand the payment"
kasih bintang 2 aja sekarang. pencarian driver pengiriman sulit bahkan terkadang lama.. pengiriman instan rasa sameday.. order pagi baru dikirim sore bahkan malam..,Just love 2 stars now.Search for shipping drivers is difficult even sometimes long ... instant delivery of sameday feelings .. Order morning just sent in the afternoon even night ..
"harus fitur terima otomatis, sedantidakan paket bebelum ditangan sepenuhnya, kenapa kolom chat bisa kirim vidio bukti komplain penjual, aplikasi merugikan","Must be an automatic receiving feature, while the package bebelum is fully hand, why the chat column can send a video of the seller's complaint, the application is detrimental"
"isi /top up update kartu emoney,kenapa suka error. ada program potongan, sering eror.kenapa ada apa tokped ya??","Fill in the Emoney Card Update, why do you like errors.there is a discount program, often error. Why is there a tokped huh ??"
"belanja sini sering banyak kendala saya beri bintang 1, saat pembayaran cepat proses pengembalian memakan waktu 1bulan parah banget, tokopedia parah asli","Shopping here often many obstacles I give 1 star, when the payment is fast the return process takes a very severe 1 month, the original Tokopedia"
